Spill Number,Program Facility Name,Street 1,Street 2,Locality,County,ZIP Code,SWIS Code,DEC Region,Spill Date,Received Date,Contributing Factor,Waterbody,Source,Close Date,Material Name,Material Family,Quantity,Units,Recovered
808334,JKF AIRPORT,JFK TERMINAL 7 NEAR GATE 5,,JAMAICA,Queens,,4101,2,10/24/2008,10/24/2008,Unknown,,Commercial/Industrial,,jet fuel,Petroleum,50,Gallons,50
1207331,JOHNS AUTO SVC,231-06 NORTHERN BLVD,,DOUGLASTON,Queens,,4101,2,10/25/2012,10/25/2012,Equipment Failure,,Gasoline Station or other PBS Facility,,gasoline,Petroleum,0,,0
612827,JOHNSON RESIDENT,119-40  227TH STREET,,JAMAICA,Queens,11411,4101,2,2/26/2007,2/27/2007,Equipment Failure,,Private Dwelling,,#2 fuel oil,Petroleum,0,Gallons,0
1000900,JOSHUA'S CAR WASH LLC,8610 FLATLANDS AVE,FORMER GAS STATION,BROOKLYN,Kings,11236,2401,2,4/23/2010,4/23/2010,Other,,Gasoline Station or other PBS Facility,,gasoline,Petroleum,0,,0
1406927,JUNIOR HIGH # 243 - TTF,1401 EMMON AVE,,BROOKLYN,Kings,,2401,2,10/1/2014,10/1/2014,Tank Test Failure,,Commercial/Industrial,,#4 fuel oil,Petroleum,0,,0
1406927,JUNIOR HIGH # 243 - TTF,1401 EMMON AVE,,BROOKLYN,Kings,,2401,2,10/1/2014,10/1/2014,Tank Test Failure,,Commercial/Industrial,,#2 fuel oil,Petroleum,0,,0
1800600,K335  (PUBLIC SCHOOL),130 ROCHESTER AVE,,BROOKLYN,Kings,11236,2401,2,4/17/2018,4/17/2018,Other,,"Institutional, Educational, Gov., Other",,unknown petroleum,Petroleum,0,,0
9601072,KENT AVENUE CENTRAL SHOP DEP -DDC,356 FLUSHING AVENUE,,BROOKLYN,Kings,,2401,2,4/22/1996,4/22/1996,Unknown,,Commercial/Industrial,,unknown petroleum,Petroleum,0,Gallons,0
603800,KINGS PLAZA MALL,EAST 55TH STREET, ,BROOKLYN,Kings,,2401,2,7/6/2006,7/6/2006,Other,,"Institutional, Educational, Gov., Other",,#2 fuel oil,Petroleum,0,Gallons,0
9815289,KINGS PLAZA PARKING LOT (OU-3),5400 AVE U,,BROOKLYN,Kings,,2401,2,3/25/1999,3/25/1999,Unknown,NEXT TO MILL BASIN,Unknown,,gasoline,Petroleum,0,Gallons,0
9510775,KINGSBRIDGE BUS DEPOT-NYCT,4065 10TH AVE,4065 TENTH AVE,MANHATTAN,New York,,3101,2,11/17/1995,11/27/1995,Equipment Failure,,Commercial/Industrial,,diesel,Petroleum,0,Gallons,0
9510775,KINGSBRIDGE BUS DEPOT-NYCT,4065 10TH AVE,4065 TENTH AVE,MANHATTAN,New York,,3101,2,11/17/1995,11/27/1995,Equipment Failure,,Commercial/Industrial,,gasoline,Petroleum,0,Gallons,0
512066,KOO-KOO'S RESTAURANT,6159 BROADWAY, ,RIVERDALE,Bronx,,301,2,1/19/2006,1/19/2006,Other,,"Institutional, Educational, Gov., Other",,gasoline,Petroleum,0,Gallons,0
701186,KRISTAL AUTO MALL,5200 KINGS HIGHWAY, ,BROOKLYN,Kings,,2401,2,4/27/2007,4/27/2007,Unknown,,Unknown,,PCE,Other,0,,0
701186,KRISTAL AUTO MALL,5200 KINGS HIGHWAY, ,BROOKLYN,Kings,,2401,2,4/27/2007,4/27/2007,Unknown,,Unknown,,waste oil/used oil,Petroleum,0,Gallons,0
9904130,LA FRES FORD SERVICE -MTBE,49-21 METROPOLITAN AVE,,RIDGEWOOD,Queens,,4101,2,4/29/1999,7/8/1999,Other,,Gasoline Station or other PBS Facility,,gasoline,Petroleum,0,Gallons,0
9904130,LA FRES FORD SERVICE -MTBE,49-21 METROPOLITAN AVE,,RIDGEWOOD,Queens,,4101,2,4/29/1999,7/8/1999,Other,,Gasoline Station or other PBS Facility,,MTBE (methyl-tert-butyl ether),Hazardous Material,0,,0
1802955,LA MORENA BEAUTY SALON CORP,899 E 169TH ST,,BRONX,Bronx,,301,2,6/16/2018,6/16/2018,Deliberate,,Unknown,,other  -  vapors from salon,Other,0,,0
1311927,LAB RESULTS,11 WEST ST,,BROOKLYN,Kings,,2401,2,3/21/2014,3/21/2014,Other,,Commercial/Industrial,,diesel,Petroleum,0,,0
1503863,LAB RESULTS,1520 FULTON ST,,BROOKLYN,Kings,,2401,2,7/9/2015,7/10/2015,Unknown,,Gasoline Station or other PBS Facility,,unknown petroleum,Petroleum,0,,0
1406612,LAGUARDIA AIRPORT,BUILDING 45,,FLUSHING,Queens,,4101,2,9/21/2014,9/22/2014,Other,,Commercial/Industrial,,#2 fuel oil,Petroleum,0,,0
9008390,LAGUARDIA MARINE AIR TERM,LAGUARDIA MARINE AIR TERM,,NEW YORK CITY,Queens,,4101,2,10/3/1990,10/31/1990,Tank Test Failure,,Commercial/Industrial,,jet fuel,Petroleum,0,Pounds,0
1802894,LAND ALEXANDER PROPERTY,185 VAN DYKE STREET,,BROOKLYN,Kings,,2401,2,6/14/2018,6/14/2018,Unknown,,Commercial/Industrial,,unknown petroleum,Petroleum,0,,0
9912806,LANGSTON HUGHES -NYCHA,307 SUTTER AVENUE,,BROOKLYN,Kings,,2401,2,2/10/2000,2/10/2000,Other,,"Institutional, Educational, Gov., Other",,#6 fuel oil,Petroleum,0,Gallons,0
1304384,LAUREL HILL,57 AVE,,MASPETH,Queens,,4101,2,7/22/2013,7/22/2013,Unknown,,Commercial/Industrial,,other  -  napl,Other,0,Gallons,0
1104130,LAWRENCE CARE CENTER (REAR OF BLDG),350 BEACH 54TH ST,,ARVERNE,Queens,,4101,2,7/14/2011,7/14/2011,Equipment Failure,,"Institutional, Educational, Gov., Other",,#2 fuel oil,Petroleum,0,,0
1307416,LAWRENCE NURSING CARE CENTER,350 BEACH 54TH ST,,ARVERNE,Queens,11692,4101,2,10/17/2013,10/18/2013,Unknown,,Commercial/Industrial,,#2 fuel oil,Petroleum,0,,0
108922,LE AND 3 BROTHERS,6469 BROADWAY,,BRONX,Bronx,,301,2,12/7/2001,12/7/2001,Other,,Gasoline Station or other PBS Facility,,gasoline,Petroleum,0,Gallons,0
9007086,LEAKING UST ABANDONED IN PLACE,400 EAST 71ST STREET,,NEW YORK CITY,New York,,3101,2,9/1/1990,9/27/1990,Tank Test Failure,,Commercial/Industrial,,#6 fuel oil,Petroleum,0,Pounds,0
1701230,LEANORD ST SUB STATION,45 LEANORD ST,,NEW YORK,New York,,3101,2,5/9/2017,5/9/2017,Equipment Failure,,Commercial/Industrial,,dielectric fluid,Petroleum,0.06,Gallons,0
1603522,LEANORD ST SUB STATION/ TRANSFORMER 13,45 LEANORD ST,,NEW YORK,New York,,3101,2,7/11/2016,7/11/2016,Equipment Failure,,Commercial/Industrial,,non PCB oil,Petroleum,5,Gallons,0
900288,LEIDA & NELOY INC BAR AND REST.,1347 CROMWELL AVE,,BRONX,Bronx,,301,2,2/24/2009,4/8/2009,Equipment Failure,,Commercial/Industrial,,#2 fuel oil,Petroleum,0,Gallons,0
9814834,LEONARD ST SUB STATION,45 LEONARD STREET,,MANHATTAN,New York,,3101,2,3/14/1999,3/14/1999,Equipment Failure,,"Institutional, Educational, Gov., Other",,dielectric fluid,Petroleum,1,Gallons,0
9902021,LEONARD ST SUBSTATION TR#12,45 LEONARD STREET,,MANHATTAN,New York,,3101,2,5/21/1999,5/21/1999,Equipment Failure,,Commercial/Industrial,,transformer oil,Petroleum,1,Gallons,0
1700831,LEONARD ST SUBSTATION,45 LEONARD ST,,NEW YORK,New York,,3101,2,4/26/2017,4/26/2017,Equipment Failure,,Commercial/Industrial,,non PCB oil,Petroleum,45,Gallons,0
1708313,LEONARD ST SUBSTATION,45 LEONARD ST,,MANHATTAN,New York,,3101,2,12/3/2017,12/3/2017,Equipment Failure,,Commercial/Industrial,,dielectric fluid,Petroleum,0,,0
304465,LEXINGTON HOUSES -NYCHA,1774 3RD AVE,,MANHATTAN,New York,,3101,2,7/28/2003,7/28/2003,Other,,"Institutional, Educational, Gov., Other",,#4 fuel oil,Petroleum,0,Gallons,0
1800441,LI RAILROAD HOLBAN YARD,182 -30 LIBERTY AVE,,HOLLIS,Queens,,4101,2,4/13/2018,4/13/2018,Equipment Failure,,Commercial/Industrial,,motor oil,Petroleum,20,Gallons,0
1609668,LIBERTY SCRAP INC,155-11 LIBERTY AVE,,QUEENS,Queens,,4101,2,1/19/2017,1/19/2017,Housekeeping,,Commercial/Industrial,,auto waste fluids,Petroleum,0,Gallons,0
1701220,LIBERTY SCRAP METAL,155-11 LIBERTY AVE,,QUEENS,Queens,,4101,2,5/8/2017,5/8/2017,Deliberate,,Commercial/Industrial,,waste fluids,Other,0,Gallons,0
9709877,LINDEN/BLVD HOUSES -NYCHA,696 STANLEY AVENUE,,BROOKLYN,Kings,,2401,2,11/25/1997,11/25/1997,Other,,Private Dwelling,,#2 fuel oil,Petroleum,0,Gallons,0
701867,LINDSAY PARK HOUSING CORP,67 MANHATTAN AVENUE,,BROOKLYN,Kings,,2401,2,5/15/2007,5/15/2007,Other,,"Institutional, Educational, Gov., Other",,#6 fuel oil,Petroleum,0,Gallons,0
9313234,LIRR LIC PASSENGER YARD,5-02 BORDEN AVENUE,,LONG ISLAND CITY,Queens,,4101,2,2/8/1994,2/8/1994,Unknown,,"Institutional, Educational, Gov., Other",,diesel,Petroleum,0,Pounds,0
1214800,LONG ISLAND CITY RIGHT OF WAY,5TH ST & 47TH AVE,,LONG ISLAND CITY,Queens,,4101,2,1/21/2013,1/21/2013,Unknown,,Unknown,,unknown petroleum,Petroleum,0,,0
9912738,LONG TERM #6 OIL SPILL,1950 HUTCHINSON RIVER P,,BRONX,Bronx,,301,2,2/8/2000,2/8/2000,Other,,Commercial/Industrial,,#6 fuel oil,Petroleum,0,Gallons,0
1111782,LORIMER ST STATION,LORIMER ST STATION,,BROOKLYN,Kings,,2401,2,1/5/2012,1/6/2012,Equipment Failure,,"Institutional, Educational, Gov., Other",,unknown petroleum,Petroleum,6,Gallons,0
807725,LOT # 61,673 WEST 125TH ST,,MANHATTAN,New York,,3101,2,9/11/2008,10/8/2008,Unknown,,Commercial/Industrial,,unknown petroleum,Petroleum,0,Gallons,0
1304704,LOT,200 EAST 39TH STREET,,NEW YORK,New York,,3101,2,7/30/2013,7/30/2013,Unknown,,Commercial Vehicle,,unknown material,Other,0,,0
1801727,LUKOIL GAS STATION,2173 GRAND CONCOURSE,,BRONX,Bronx,,301,2,5/15/2018,5/15/2018,Equipment Failure,,Gasoline Station or other PBS Facility,,waste oil/used oil,Petroleum,500,Gallons,0
9803531,LUTHERAN MEDICAL CENTER,150 50TH,,BROOKLYN,Kings,,2401,2,6/18/1998,6/19/1998,Tank Test Failure,,Commercial/Industrial,,diesel,Petroleum,0,Gallons,0
412520,LYNCH ODS,165 EAST 74TH ST.,,MANHATTAN,New York,10021,3101,2,2/25/2005,2/25/2005,Unknown,,Private Dwelling,,#2 fuel oil,Petroleum,0,Gallons,0
9611359,M-1 YARD  DEP -DDC,134 MADISON STREET,,MANHATTAN,New York,,3101,2,12/16/1996,12/16/1996,Unknown,,Commercial/Industrial,,gasoline,Petroleum,0,Gallons,0
1400730,M12 SANITATION GARAGE,301 WEST 215 ST,,NY,New York,,3101,2,4/22/2014,4/22/2014,Tank Test Failure,,Commercial/Industrial,,#2 fuel oil,Petroleum,0,Gallons,0
1502702,MADISON SQUARE BOYS AND GIRLS CLUB,250 BRADHURST AVENUE,,MANHATTAN,New York,,3101,2,6/11/2015,6/11/2015,Unknown,,Commercial/Industrial,,unknown petroleum,Petroleum,0,,0
1204137,MAGIC TOUCH CARWASH,1092 ROGERS AVE,,BROOKLYN,Kings,,2401,2,7/26/2012,7/26/2012,Equipment Failure,,Gasoline Station or other PBS Facility,,gasoline,Petroleum,0,,0
9803835,MAMM REALTY,25-17 41ST AVE,,LONG ISLAND CITY,Queens,,4101,2,6/25/1998,6/25/1998,Equipment Failure,,Commercial/Industrial,,MTBE (methyl-tert-butyl ether),Hazardous Material,0,,0
9803835,MAMM REALTY,25-17 41ST AVE,,LONG ISLAND CITY,Queens,,4101,2,6/25/1998,6/25/1998,Equipment Failure,,Commercial/Industrial,,gasoline,Petroleum,0,Gallons,0
502317,MAN HOLE  56509,1ST AVE/ E 39TH ST, ,MANHATTAN,New York,,3101,2,5/27/2005,5/27/2005,Equipment Failure,,Commercial/Industrial,,cable oil,Petroleum,0,Gallons,0
1503491,MAN HOLE 26988,EAST 174 ST AND ANTHONY AVE,,BRONX,Bronx,,301,2,6/30/2015,6/30/2015,Unknown,,Commercial/Industrial,,cable oil,Petroleum,0.06,Gallons,0
105323,MANHATTAN DEPOT - VAULT -NYCT,666 WEST 133RD STREET,,MANHATTAN,New York,,3101,2,8/16/2001,8/16/2001,Unknown,,Unknown,,diesel,Petroleum,0,Gallons,0
1008525,MAN HOLE 3637 -RAVENSWOOD,VERNON BLVD AND 37TH ST,,QUEENS,Queens,,4101,2,11/15/2010,11/15/2010,Equipment Failure,,Commercial/Industrial,,#6 fuel oil,Petroleum,100,Gallons,0
1511955,MAN HOLE 60102,WEST 44 ST AND 11 AVE,,NEW YORK,New York,,3101,2,3/17/2016,3/17/2016,Unknown,,Unknown,,unknown petroleum,Petroleum,1.5,Gallons,0
1801710,MAN HOLE,EAST 182 ST AND WEBSTER AVE,,BRONX,Bronx,,301,2,5/15/2018,5/15/2018,Equipment Failure,,Passenger Vehicle,,unknown petroleum,Petroleum,0,Gallons,0
1802025,MAN HOLE,5605 13 AVE,,BROOKLYN,Kings,,2401,2,5/21/2018,5/21/2018,Unknown,,Commercial/Industrial,,non PCB oil,Petroleum,0.13,Gallons,0
604773,MANHATTAN CABINETRY,9-03 THRU 9-21 44TH ROAD,,LONG ISLAND CITY,Queens,11101,4101,2,7/27/2006,7/27/2006,Other,,Commercial/Industrial,,unknown petroleum,Petroleum,5,Gallons,0
9705837,MANHATTAN DISTR. 8 (OLD BX W. 7) DOS -DDC,4036 9TH AVE,,NEW YORK CITY,New York,,3101,2,8/14/1997,8/14/1997,Tank Test Failure,,Commercial/Industrial,,#2 fuel oil,Petroleum,0,Gallons,0
1609627,MANHATTAN POLYBAG,1150 METROPOLITAN AVE,,,Kings,,2401,2,12/13/2016,12/13/2016,Other,NEWTOWN CREEK,Commercial/Industrial,,unknown petroleum,Petroleum,0.5,Gallons,0
9506400,MANHATTANVILLE DEPOT -NYCT,666 WEST 133RD STREET,,MANHATTAN,New York,,3101,2,8/24/1995,8/24/1995,Unknown,,"Institutional, Educational, Gov., Other",,waste oil/used oil,Petroleum,0,Gallons,0
408696,MANHOLE # 56192,E 16TH ST / AVE C, ,MANHATTAN,New York,,3101,2,11/4/2004,11/5/2004,Unknown,,Unknown,,unknown material,Other,0,Gallons,0
502880,MANHOLE #,59TH STREET/WEST END AVE, ,MANHATTAN,New York,,3101,2,6/9/2005,6/9/2005,Equipment Failure,,Unknown,,dielectric fluid,Petroleum,50,Gallons,0
601588,MANHOLE #4353,KENT AVENUE  &  N. 10 STREET,,BROOKLYN,Kings,,2401,2,5/11/2006,5/11/2006,Unknown,,Unknown,,unknown petroleum,Petroleum,3,Gallons,0
602667,MANHOLE #442,BROADWAY & LAKEVIEW PLACE,,BRONX,Bronx,,301,2,6/8/2006,6/9/2006,Unknown,,"Institutional, Educational, Gov., Other",,unknown petroleum,Petroleum,5,Gallons,0
108877,MANHOLE #56191,AVE C & 16TH ST,,MANHATTAN,New York,,3101,2,12/5/2001,12/6/2001,Unknown,,Unknown,,unknown petroleum,Petroleum,1,Gallons,0
108876,MANHOLE #56192,AVE C & EAST 16TH ST,,MANHATTAN,New York,,3101,2,12/5/2001,12/6/2001,Unknown,,Unknown,,unknown petroleum,Petroleum,1,Gallons,0
1802383,MANHOLE 10583,ASTORIA BLVD AND 88TH ST,,QUEENS,Queens,,4101,2,5/30/2018,5/30/2018,Equipment Failure,,Commercial/Industrial,,dielectric fluid,Petroleum,0,,0
1605248,MANHOLE 15524,VERNON BLVD & 35TH AVE,,QUEENS,Queens,,4101,2,8/23/2016,8/23/2016,Unknown,,Transformer,,unknown petroleum,Petroleum,50,Gallons,0
1803237,MANHOLE 23153,SHERMAN AVE AND E 163RD ST,,BRONX,Bronx,,301,2,6/24/2018,6/24/2018,Unknown,,Commercial/Industrial,,unknown petroleum,Petroleum,0.5,Gallons,0
9907615,MANHOLE 2553,EAST 14TH ST/AVE D,,MANHATTAN,New York,,3101,2,9/23/1999,9/23/1999,Unknown,,Gasoline Station or other PBS Facility,,unknown petroleum,Petroleum,2,Gallons,0
1708799,MANHOLE 26371,140TH ST/WALNUT AVE,,BRONX,Bronx,,301,2,12/20/2017,12/20/2017,Unknown,,Unknown,,raw sewage,Other,0,,0
1708799,MANHOLE 26371,140TH ST/WALNUT AVE,,BRONX,Bronx,,301,2,12/20/2017,12/20/2017,Unknown,,Unknown,,unknown petroleum,Petroleum,0,,0
9908507,MANHOLE 353,EAST RIVER GENERATING STA,,MANHATTAN,New York,,3101,2,10/13/1999,10/13/1999,Unknown,,Unknown,,unknown petroleum,Petroleum,40,Gallons,0
1603205,MANHOLE 3930,RIVERDALE AVE AND VANSINDEREN AVE,,BROOKLYN,Kings,,2401,2,7/1/2016,7/1/2016,Unknown,,Transformer,,transformer oil,Petroleum,10,Gallons,0
1706109,MANHOLE 4,128 WEST END AVE,,MANHATTAN,New York,,3101,2,9/22/2017,9/22/2017,Equipment Failure,,Commercial/Industrial,,dielectric fluid,Petroleum,0,,0
12831,MANHOLE 447,6585 BROADWAY,,BRONX,Bronx,,301,2,3/5/2001,3/5/2001,Unknown,,Unknown,,unknown petroleum,Petroleum,5,Gallons,0
1500503,MANHOLE 5,CONCORD ST AND NAVY ST,,BROOKLYN,Kings,,2401,2,4/15/2015,4/15/2015,Unknown,,"Institutional, Educational, Gov., Other",,unknown petroleum,Petroleum,6,Gallons,0
509690,MANHOLE 56063,W 202 ST &  9 AVE,,MANHATTAN,New York,,3101,2,11/12/2005,11/13/2005,Unknown,,Unknown,,unknown petroleum,Petroleum,0,Gallons,0
608602,MANHOLE 56738,1 AVENUE  &  EAST 42 STREET,,MANHATTAN,New York,,3101,2,10/26/2006,10/27/2006,Unknown,,Unknown,,dielectric fluid,Petroleum,0,Gallons,0
604810,MANHOLE F180,16 STREET AND AVENUE C,,MANHATTAN,New York,,3101,2,7/28/2006,7/28/2006,Equipment Failure,,Commercial/Industrial,,cable oil,Petroleum,0,Gallons,0
1510945,MANHOLE,22 VESSEY ST,,MANHATTAN,New York,,3101,2,2/13/2016,2/13/2016,Unknown,,Commercial/Industrial,,unknown petroleum,Petroleum,1,Gallons,0
1602568,MANHOLE,WOODBINE ST/FRESH POND RD,,QUEENS,Queens,,4101,2,6/14/2016,6/14/2016,Equipment Failure,,Transformer,,dielectric fluid,Petroleum,6,Gallons,0
1411721,MANHOLE,W 41ST AND 11TH AVE,,NEW YORK,New York,,3101,2,3/16/2015,3/16/2015,Equipment Failure,,Commercial/Industrial,,transformer oil,Petroleum,7,Gallons,0
405790,MANHOLE,EAST 16 ST/AVE C,,MANHATTAN,New York,,3101,2,8/26/2004,8/26/2004,Unknown,,Unknown,,unknown petroleum,Petroleum,12,Gallons,0
1802499,MANHOLE,WEST SIDE 98TH - 37 N 62 DR,,QUEENS,Queens,,4101,2,6/3/2018,6/3/2018,Unknown,,Unknown,,unknown petroleum,Petroleum,0,,0
1708511,MANHOLE,AVE C EAST 13TH/EAST 14TH,,MANHATTEN,New York,,3101,2,12/9/2017,12/9/2017,Equipment Failure,,Transformer,,transformer oil,Petroleum,0.01,Gallons,0
1701606,MANHOLE#46253,6TH AVE AND THOMPSON ST,,MANHATTAN,New York,,3101,2,5/19/2017,5/19/2017,Unknown,,Commercial/Industrial,,unknown petroleum,Petroleum,10,Gallons,0
709853,MARINA,3939 EMMONS AVE, ,BROOKLYN,Kings,,2401,2,12/13/2007,12/13/2007,Other,,Commercial/Industrial,,gasoline,Petroleum,0,Gallons,0
9802608,MARINE MOTORS,419 CASTLETON AVE,,STATEN ISLAND,Richmond,,4301,2,5/28/1998,5/29/1998,Equipment Failure,,"Non Major Facility > 1,100 gal",,#2 fuel oil,Petroleum,0,Gallons,0
9606640,MARINE PARK GARAGE DPR -DDC,2900 FLATBUSH AVE/MARINE PARK GOLF COURSE,,BROOKLYN,Kings,,2401,2,8/23/1996,8/23/1996,Unknown,,"Institutional, Educational, Gov., Other",,gasoline,Petroleum,0,Gallons,0
905569,MARINE TERRACE APTS BLDG 820,20-01 19TH STREET,,ASTORIA,Queens,,4101,2,8/12/2009,8/12/2009,Equipment Failure,,Commercial/Industrial,,#6 fuel oil,Petroleum,0,Gallons,0
706113,MARKGRAFF RESIDENCE,1074 PIERCE AVE, ,BRONX,Bronx,,301,2,8/29/2007,8/29/2007,Tank Test Failure,,Private Dwelling,,#2 fuel oil,Petroleum,0,Gallons,0
103148,MARTIN MOTORS,700 11TH AVE,,MANHATTAN,New York,,3101,2,6/21/2001,6/21/2001,Tank Test Failure,,Gasoline Station or other PBS Facility,,gasoline,Petroleum,0,Gallons,0
9104838,MASPETH SIGN SHOP DOT -DDC,58-50 57TH ROAD,,NEW YORK CITY,Queens,,4101,2,7/15/1991,8/5/1991,Equipment Failure,,"Institutional, Educational, Gov., Other",,gasoline,Petroleum,0,Pounds,0
9104838,MASPETH SIGN SHOP DOT -DDC,58-50 57TH ROAD,,NEW YORK CITY,Queens,,4101,2,7/15/1991,8/5/1991,Equipment Failure,,"Institutional, Educational, Gov., Other",,MTBE (methyl-tert-butyl ether),Hazardous Material,0,,0
1607165,METRO AUTO SALVAGE,4600 METROLPOLITAN AVE,,RIDEGEWOOD,Queens,,4101,2,10/21/2016,10/21/2016,Housekeeping,,Commercial/Industrial,,waste fluids,Other,0,Gallons,0
9208307,METROPOLITAN AMBULANCE,5811 FOSTER AVE,,BROOKLYN,Kings,,2401,2,10/16/1992,10/16/1992,Equipment Failure,,Commercial/Industrial,,gasoline,Petroleum,0,Gallons,0
9803363,METROPOLITAN HOSP. EMS HHC -DDC,1901 FIRST AVENUE,,NEW YORK,New York,,3101,2,6/16/1998,6/16/1998,Unknown,,Commercial/Industrial,,#4 fuel oil,Petroleum,0,Gallons,0
1108428,METROPOLITAN HOSPITAL CENTER,1901 1ST AVE,,MANHATTAN,New York,,3101,2,10/3/2011,10/3/2011,Equipment Failure,,Commercial/Industrial,,#6 fuel oil,Petroleum,0,,0
9611273,METROPOLITAN HOSPITAL EMS -DDC,1901 FIRST AVENUE,,NEW YORK,New York,,3101,2,12/3/1996,12/12/1996,Unknown,,Commercial/Industrial,,#2 fuel oil,Petroleum,0,Gallons,0
712062,MH # 12778,21 STREET  &  41 AVENUE,,QUEENS,Queens,,4101,2,2/14/2008,2/14/2008,Equipment Failure,,Commercial/Industrial,,dielectric fluid,Petroleum,400,Gallons,0
203699,MH 63427 AND VS 3477,NORTH 12TH ST/KENT AVE,,BROOKLYN,Kings,,2401,2,7/8/2002,7/8/2002,Unknown,,Commercial/Industrial,,unknown petroleum,Petroleum,402,Gallons,0
9512583,MIDTOWN SOUTH PRECINCT NYPD -DDC,357 WEST 35TH STREET,,MANHATTAN,New York,,3101,2,1/10/1996,1/10/1996,Unknown,,Commercial/Industrial,,gasoline,Petroleum,0,Gallons,0
313093,MISS FRANCINE DAY SCHOOL,2169 GRAND CONCOURSE,,BRONX,Bronx,,301,2,2/27/2004,2/27/2004,Other,,Gasoline Station or other PBS Facility,,gasoline,Petroleum,0,Gallons,0
1707189,MIXED USE SITE,625 DRIGGS AVE,,BROOKLYN,Kings,,2401,2,9/13/2017,10/25/2017,Unknown,,Commercial/Industrial,,unknown petroleum,Petroleum,0,,0
8904384,MJ QUILL DEPOT -NYCT,523 11TH AVENUE,,NEW YORK CITY,New York,,3101,2,8/2/1989,8/2/1989,Tank Test Failure,,"Non Major Facility > 1,100 gal",,unknown petroleum,Petroleum,500,Pounds,0
8904384,MJ QUILL DEPOT -NYCT,523 11TH AVENUE,,NEW YORK CITY,New York,,3101,2,8/2/1989,8/2/1989,Tank Test Failure,,"Non Major Facility > 1,100 gal",,motor oil,Petroleum,0,Pounds,0
702277,"ML SPECIALTY CONSTRUCTION, INC",154-21 BROAD STREET,,ROSEDALE,Queens,11430,4101,2,5/24/2007,5/24/2007,Housekeeping,,"Institutional, Educational, Gov., Other",,unknown petroleum,Petroleum,0,Gallons,0
702277,"ML SPECIALTY CONSTRUCTION, INC",154-21 BROAD STREET,,ROSEDALE,Queens,11430,4101,2,5/24/2007,5/24/2007,Housekeeping,,"Institutional, Educational, Gov., Other",,antifreeze,Other,0,Gallons,0
702277,"ML SPECIALTY CONSTRUCTION, INC",154-21 BROAD STREET,,ROSEDALE,Queens,11430,4101,2,5/24/2007,5/24/2007,Housekeeping,,"Institutional, Educational, Gov., Other",,transmission fluid,Petroleum,0,Gallons,0
702277,"ML SPECIALTY CONSTRUCTION, INC",154-21 BROAD STREET,,ROSEDALE,Queens,11430,4101,2,5/24/2007,5/24/2007,Housekeeping,,"Institutional, Educational, Gov., Other",,motor oil,Petroleum,0,Gallons,0
908796,MOBIL # 10227,113-21 ROCKAWAY BLVD,,SOUTH OZONE PARK,Queens,,4101,2,11/5/2009,11/5/2009,Unknown,,Gasoline Station or other PBS Facility,,unknown petroleum,Petroleum,0,Gallons,0
709984,MOBIL #16673,6000 SHORE PARKWY, ,BROOKLYN,Kings,,2401,2,12/18/2007,12/18/2007,Unknown,,Gasoline Station or other PBS Facility,,unknown material,Other,0,Gallons,0
412089,MOBIL #17-KVP,730 EAST FORDHAM ROAD,,BRONX,Bronx,,301,2,2/12/2005,2/12/2005,Equipment Failure,,Gasoline Station or other PBS Facility,,gasoline,Petroleum,6,Gallons,6
412089,MOBIL #17-KVP,730 EAST FORDHAM ROAD,,BRONX,Bronx,,301,2,2/12/2005,2/12/2005,Equipment Failure,,Gasoline Station or other PBS Facility,,MTBE (methyl-tert-butyl ether),Hazardous Material,0,,0
909627,MOBIL 12666,378 CONEY IS AVE,,BROOKLYN,Kings,,2401,2,11/30/2009,11/30/2009,Unknown,,Gasoline Station or other PBS Facility,,unknown petroleum,Petroleum,0,,0
1801548,MOBIL GAS STATION,49-21 QUEENS BLVD,,WOODSIDE,Queens,,4101,2,5/10/2018,5/10/2018,Equipment Failure,,Gasoline Station or other PBS Facility,,gasoline,Petroleum,0,,0
101410,MOBIL GAS STATION,138-50 HILLSIDE AVENUE,,JAMAICA,Queens,,4101,2,5/6/2001,5/6/2001,Equipment Failure,,Tank Truck,,gasoline,Petroleum,0,Gallons,0
8800244,MOBIL GREENPOINT,300 NORTH HENRY STREET, ,BROOKLYN,Kings,,2401,2,4/7/1988,4/7/1988,Equipment Failure,,"Major Facility (MOSF) > 400,000 gal",,gasoline,Petroleum,0,Gallons,0
9007766,MOBIL S/S #17-FX9,550 HUMBOLDT STREET,,BROOKLYN,Kings,,2401,2,10/16/1990,10/16/1990,Tank Test Failure,,Gasoline Station or other PBS Facility,,gasoline,Petroleum,0,Gallons,0
9007766,MOBIL S/S #17-FX9,550 HUMBOLDT STREET,,BROOKLYN,Kings,,2401,2,10/16/1990,10/16/1990,Tank Test Failure,,Gasoline Station or other PBS Facility,,MTBE (methyl-tert-butyl ether),Hazardous Material,0,,0
9211716,MOBIL S/S #17-HEX,87-10 NORTHERN BOULEVARD,,JACKSON HEIGHTS,Queens,,4101,2,6/1/1992,1/12/1993,Unknown,,Gasoline Station or other PBS Facility,,gasoline,Petroleum,0,Gallons,0
